address_id	address	address2	district	city_id	postal_code	phone	_valid_from
4	1411 Lillydale Drive	\N	 	576	\N	 	2006-02-15 04:45:30
352	1673 Tangail Drive	\N	 	137	26857	 	2006-02-15 04:45:30
400	1152 Citrus Heights Manor	\N	 	15	5239	 	2006-02-15 04:45:30
260	127 Iwakuni Boulevard	\N	 	192	20777	 	2006-02-15 04:45:30
18	770 Bydgoszcz Avenue	\N	 	120	16266	 	2006-02-15 04:45:30
66	1717 Guadalajara Lane	\N	 	441	85505	 	2006-02-15 04:45:30
154	781 Shimonoseki Drive	\N	 	202	95444	 	2006-02-15 04:45:30
117	1079 Tel Aviv-Jaffa Boulevard	\N	 	132	10885	 	2006-02-15 04:45:30
477	1786 Salinas Place	\N	 	359	66546	 	2006-02-15 04:45:30
602	1101 Bucuresti Boulevard	\N	 	401	97661	 	2006-02-15 04:45:30
430	355 Vitria de Santo Anto Way	\N	 	452	81758	 	2006-02-15 04:45:30
254	786 Stara Zagora Way	\N	 	390	98332	 	2006-02-15 04:45:30
331	1016 Iwakuni Street	\N	 	269	49833	 	2006-02-15 04:45:30
382	220 Hidalgo Drive	\N	 	265	45298	 	2006-02-15 04:45:30
356	1378 Beira Loop	\N	 	597	40792	 	2006-02-15 04:45:30
220	1201 Qomsheh Manor	\N	 	28	21464	 	2006-02-15 04:45:30
30	18 Duisburg Boulevard	\N	 	121	58327	 	2006-02-15 04:45:30
405	530 Lausanne Lane	\N	 	135	11067	 	2006-02-15 04:45:30
177	1010 Klerksdorp Way	\N	 	186	6802	 	2006-02-15 04:45:30
68	1966 Amroha Avenue	\N	 	139	70385	 	2006-02-15 04:45:30
57	17 Kabul Boulevard	\N	 	355	38594	 	2006-02-15 04:45:30
186	533 al-Ayn Boulevard	\N	 	126	8862	 	2006-02-15 04:45:30
441	983 Santa F Way	\N	 	565	47472	 	2006-02-15 04:45:30
431	1596 Acua Parkway	\N	 	418	70425	 	2006-02-15 04:45:30
169	154 Tallahassee Loop	\N	 	199	62250	 	2006-02-15 04:45:30
380	1519 Santiago de los Caballeros Loop	\N	 	348	22025	 	2006-02-15 04:45:30
493	184 Mandaluyong Street	\N	 	288	94239	 	2006-02-15 04:45:30
447	105 Dzerzinsk Manor	\N	 	540	48570	 	2006-02-15 04:45:30
138	765 Southampton Drive	\N	 	421	4285	 	2006-02-15 04:45:30
88	125 Citt del Vaticano Boulevard	\N	 	40	67912	 	2006-02-15 04:45:30
314	1224 Huejutla de Reyes Boulevard	\N	 	91	70923	 	2006-02-15 04:45:30
362	482 Kowloon and New Kowloon Manor	\N	 	90	97056	 	2006-02-15 04:45:30
100	1308 Arecibo Way	\N	 	41	30695	 	2006-02-15 04:45:30
163	1440 Compton Place	\N	 	307	81037	 	2006-02-15 04:45:30
396	767 Pyongyang Drive	\N	 	229	83536	 	2006-02-15 04:45:30
129	569 Baicheng Lane	\N	 	85	60304	 	2006-02-15 04:45:30
37	127 Purnea (Purnia) Manor	\N	 	17	79388	 	2006-02-15 04:45:30
99	1697 Tanauan Lane	\N	 	399	22870	 	2006-02-15 04:45:30
267	816 Cayenne Parkway	\N	 	414	93629	 	2006-02-15 04:45:30
210	1304 s-Hertogenbosch Way	\N	 	83	10925	 	2006-02-15 04:45:30
445	495 Bhimavaram Lane	\N	 	144	3	 	2006-02-15 04:45:30
266	862 Xintai Lane	\N	 	548	30065	 	2006-02-15 04:45:30
261	51 Laredo Avenue	\N	 	342	68146	 	2006-02-15 04:45:30
287	1405 Chisinau Place	\N	 	411	8160	 	2006-02-15 04:45:30
173	1294 Firozabad Drive	\N	 	407	70618	 	2006-02-15 04:45:30
388	368 Hunuco Boulevard	\N	 	360	17165	 	2006-02-15 04:45:30
217	1001 Miyakonojo Lane	\N	 	518	67924	 	2006-02-15 04:45:30
235	954 Kimchon Place	\N	 	559	42420	 	2006-02-15 04:45:30
156	1963 Moscow Place	\N	 	354	64863	 	2006-02-15 04:45:30
294	1912 Allende Manor	\N	 	279	58124	 	2006-02-15 04:45:30
75	492 Cam Ranh Street	\N	 	61	50805	 	2006-02-15 04:45:30
207	1688 Nador Lane	\N	 	184	61613	 	2006-02-15 04:45:30
84	1888 Kabul Drive	\N	 	217	20936	 	2006-02-15 04:45:30
420	992 Klerksdorp Loop	\N	 	23	33711	 	2006-02-15 04:45:30
333	1860 Taguig Loop	\N	 	119	59550	 	2006-02-15 04:45:30
459	251 Florencia Drive	\N	 	556	16119	 	2006-02-15 04:45:30
485	984 Novoterkassk Loop	\N	 	180	28165	 	2006-02-15 04:45:30
334	1816 Bydgoszcz Loop	\N	 	234	64308	 	2006-02-15 04:45:30
505	519 Brescia Parkway	\N	 	318	69504	 	2006-02-15 04:45:30
440	722 Bradford Lane	\N	 	249	90920	 	2006-02-15 04:45:30
63	1213 Ranchi Parkway	\N	 	350	94352	 	2006-02-15 04:45:30
522	1768 Udine Loop	\N	 	60	32347	 	2006-02-15 04:45:30
354	953 Hodeida Street	\N	 	221	18841	 	2006-02-15 04:45:30
230	201 Effon-Alaiye Way	\N	 	37	64344	 	2006-02-15 04:45:30
386	1368 Maracabo Boulevard	\N	 	493	32716	 	2006-02-15 04:45:30
67	1214 Hanoi Way	\N	 	306	67055	 	2006-02-15 04:45:30
448	614 Denizli Parkway	\N	 	486	29444	 	2006-02-15 04:45:30
168	842 Salzburg Lane	\N	 	529	3313	 	2006-02-15 04:45:30
495	656 Matamoros Drive	\N	 	487	19489	 	2006-02-15 04:45:30
211	850 Salala Loop	\N	 	371	10800	 	2006-02-15 04:45:30
597	32 Liaocheng Way	\N	 	248	1944	 	2006-02-15 04:45:30
416	1445 Carmen Parkway	\N	 	117	70809	 	2006-02-15 04:45:30
413	692 Amroha Drive	\N	 	230	35575	 	2006-02-15 04:45:30
462	1485 Bratislava Place	\N	 	435	83183	 	2006-02-15 04:45:30
27	1780 Hino Boulevard	\N	 	303	7716	 	2006-02-15 04:45:30
151	1337 Lincoln Parkway	\N	 	555	99457	 	2006-02-15 04:45:30
515	886 Tonghae Place	\N	 	259	19450	 	2006-02-15 04:45:30
507	1197 Sokoto Boulevard	\N	 	478	87687	 	2006-02-15 04:45:30
79	1551 Rampur Lane	\N	 	108	72394	 	2006-02-15 04:45:30
248	582 Papeete Loop	\N	 	294	27722	 	2006-02-15 04:45:30
361	45 Aparecida de Goinia Place	\N	 	464	7431	 	2006-02-15 04:45:30
346	1217 Konotop Avenue	\N	 	151	504	 	2006-02-15 04:45:30
596	1759 Niznekamsk Avenue	\N	 	14	39414	 	2006-02-15 04:45:30
2	28 MySQL Boulevard	\N	 	576	\N	 	2006-02-15 04:45:30
240	1479 Rustenburg Boulevard	\N	 	527	18727	 	2006-02-15 04:45:30
216	660 Jedda Boulevard	\N	 	65	25053	 	2006-02-15 04:45:30
174	1877 Ezhou Lane	\N	 	550	63337	 	2006-02-15 04:45:30
514	1747 Rustenburg Place	\N	 	110	51369	 	2006-02-15 04:45:30
436	287 Cuautla Boulevard	\N	 	501	72736	 	2006-02-15 04:45:30
330	981 Kumbakonam Place	\N	 	89	87611	 	2006-02-15 04:45:30
122	333 Goinia Way	\N	 	185	78625	 	2006-02-15 04:45:30
8	1566 Inegl Manor	\N	 	349	53561	 	2006-02-15 04:45:30
209	1679 Antofagasta Street	\N	 	122	86599	 	2006-02-15 04:45:30
562	869 Shikarpur Way	\N	 	496	57380	 	2006-02-15 04:45:30
145	928 Jaffna Loop	\N	 	172	93762	 	2006-02-15 04:45:30
412	1639 Saarbrcken Drive	\N	 	437	9827	 	2006-02-15 04:45:30
132	1050 Garden Grove Avenue	\N	 	236	4999	 	2006-02-15 04:45:30
366	114 Jalib al-Shuyukh Manor	\N	 	585	60440	 	2006-02-15 04:45:30
289	1279 Udine Parkway	\N	 	69	75860	 	2006-02-15 04:45:30
401	168 Cianjur Manor	\N	 	228	73824	 	2006-02-15 04:45:30
450	203 Tambaram Street	\N	 	161	73942	 	2006-02-15 04:45:30
324	1145 Vilnius Manor	\N	 	451	73170	 	2006-02-15 04:45:30
292	1993 Tabuk Lane	\N	 	522	64221	 	2006-02-15 04:45:30
221	866 Shivapuri Manor	\N	 	448	22474	 	2006-02-15 04:45:30
497	1013 Tabuk Boulevard	\N	 	261	96203	 	2006-02-15 04:45:30
501	1060 Tandil Lane	\N	 	432	72349	 	2006-02-15 04:45:30
281	1944 Bamenda Way	\N	 	573	24645	 	2006-02-15 04:45:30
549	454 Qinhuangdao Drive	\N	 	68	25866	 	2006-02-15 04:45:30
225	1926 Gingoog Street	\N	 	511	22824	 	2006-02-15 04:45:30
204	387 Mwene-Ditu Drive	\N	 	35	8073	 	2006-02-15 04:45:30
473	1257 Guadalajara Street	\N	 	78	33599	 	2006-02-15 04:45:30
46	1632 Bislig Avenue	\N	 	394	61117	 	2006-02-15 04:45:30
104	1913 Kamakura Place	\N	 	238	97287	 	2006-02-15 04:45:30
80	602 Paarl Street	\N	 	402	98889	 	2006-02-15 04:45:30
301	951 Stara Zagora Manor	\N	 	400	98573	 	2006-02-15 04:45:30
14	1531 Sal Drive	\N	 	162	53628	 	2006-02-15 04:45:30
533	556 Asuncin Way	\N	 	339	35364	 	2006-02-15 04:45:30
35	33 Gorontalo Way	\N	 	257	30348	 	2006-02-15 04:45:30
270	682 Halisahar Place	\N	 	378	20536	 	2006-02-15 04:45:30
56	939 Probolinggo Loop	\N	 	1	4166	 	2006-02-15 04:45:30
452	207 Cuernavaca Loop	\N	 	352	52671	 	2006-02-15 04:45:30
601	844 Bucuresti Place	\N	 	242	36603	 	2006-02-15 04:45:30
486	64 Korla Street	\N	 	347	25145	 	2006-02-15 04:45:30
586	951 Springs Lane	\N	 	219	96115	 	2006-02-15 04:45:30
584	1819 Alessandria Loop	\N	 	103	53829	 	2006-02-15 04:45:30
390	102 Chapra Drive	\N	 	521	14073	 	2006-02-15 04:45:30
111	1532 Dzerzinsk Way	\N	 	334	9599	 	2006-02-15 04:45:30
93	1926 El Alto Avenue	\N	 	289	75543	 	2006-02-15 04:45:30
338	431 Szkesfehrvr Avenue	\N	 	48	57828	 	2006-02-15 04:45:30
402	616 Hagonoy Avenue	\N	 	39	46043	 	2006-02-15 04:45:30
223	1244 Allappuzha (Alleppey) Place	\N	 	567	20657	 	2006-02-15 04:45:30
246	1246 Boksburg Parkway	\N	 	422	28349	 	2006-02-15 04:45:30
22	320 Brest Avenue	\N	 	252	43331	 	2006-02-15 04:45:30
529	600 Purnea (Purnia) Avenue	\N	 	571	18043	 	2006-02-15 04:45:30
120	544 Malm Parkway	\N	 	403	63502	 	2006-02-15 04:45:30
24	1688 Okara Way	\N	 	327	21954	 	2006-02-15 04:45:30
245	1103 Bilbays Parkway	\N	 	578	87660	 	2006-02-15 04:45:30
449	1289 Belm Boulevard	\N	 	530	88306	 	2006-02-15 04:45:30
357	1641 Changhwa Place	\N	 	52	37636	 	2006-02-15 04:45:30
494	591 Sungai Petani Drive	\N	 	376	46400	 	2006-02-15 04:45:30
247	1483 Pathankot Street	\N	 	454	37288	 	2006-02-15 04:45:30
364	1623 Kingstown Drive	\N	 	20	91299	 	2006-02-15 04:45:30
127	117 Boa Vista Way	\N	 	566	6804	 	2006-02-15 04:45:30
193	891 Novi Sad Manor	\N	 	383	5379	 	2006-02-15 04:45:30
541	195 Ilorin Street	\N	 	363	49250	 	2006-02-15 04:45:30
466	118 Jaffna Loop	\N	 	182	10447	 	2006-02-15 04:45:30
591	773 Dallas Manor	\N	 	424	12664	 	2006-02-15 04:45:30
26	28 Charlotte Amalie Street	\N	 	443	37551	 	2006-02-15 04:45:30
237	1736 Cavite Place	\N	 	216	98775	 	2006-02-15 04:45:30
82	936 Salzburg Lane	\N	 	425	96709	 	2006-02-15 04:45:30
457	535 Ahmadnagar Manor	\N	 	3	41136	 	2006-02-15 04:45:30
158	798 Cianjur Avenue	\N	 	590	76990	 	2006-02-15 04:45:30
114	804 Elista Drive	\N	 	159	61069	 	2006-02-15 04:45:30
39	391 Callao Drive	\N	 	544	34021	 	2006-02-15 04:45:30
118	442 Rae Bareli Place	\N	 	148	24321	 	2006-02-15 04:45:30
293	86 Higashiosaka Lane	\N	 	563	33768	 	2006-02-15 04:45:30
422	289 Santo Andr Manor	\N	 	16	72410	 	2006-02-15 04:45:30
251	1473 Changhwa Parkway	\N	 	124	75933	 	2006-02-15 04:45:30
403	1190 0 Place	\N	 	44	10417	 	2006-02-15 04:45:30
342	124 al-Manama Way	\N	 	382	52368	 	2006-02-15 04:45:30
62	1114 Liepaja Street	\N	 	282	69226	 	2006-02-15 04:45:30
187	1839 Szkesfehrvr Parkway	\N	 	317	55709	 	2006-02-15 04:45:30
147	374 Bat Yam Boulevard	\N	 	266	97700	 	2006-02-15 04:45:30
377	154 Oshawa Manor	\N	 	415	72771	 	2006-02-15 04:45:30
28	96 Tafuna Way	\N	 	128	99865	 	2006-02-15 04:45:30
213	43 Dadu Avenue	\N	 	74	4855	 	2006-02-15 04:45:30
560	1447 Imus Place	\N	 	426	12905	 	2006-02-15 04:45:30
471	1322 Mosul Parkway	\N	 	145	95400	 	2006-02-15 04:45:30
74	1124 Buenaventura Drive	\N	 	13	6856	 	2006-02-15 04:45:30
298	44 Najafabad Way	\N	 	146	61391	 	2006-02-15 04:45:30
461	1889 Valparai Way	\N	 	600	75559	 	2006-02-15 04:45:30
524	680 A Corua (La Corua) Manor	\N	 	482	49806	 	2006-02-15 04:45:30
379	1133 Rizhao Avenue	\N	 	572	2800	 	2006-02-15 04:45:30
587	760 Miyakonojo Drive	\N	 	246	64682	 	2006-02-15 04:45:30
33	786 Aurora Avenue	\N	 	474	65750	 	2006-02-15 04:45:30
464	76 Kermanshah Manor	\N	 	423	23343	 	2006-02-15 04:45:30
558	904 Clarksville Drive	\N	 	193	52234	 	2006-02-15 04:45:30
433	1823 Hoshiarpur Lane	\N	 	510	33191	 	2006-02-15 04:45:30
327	1427 A Corua (La Corua) Place	\N	 	45	85799	 	2006-02-15 04:45:30
527	1993 0 Loop	\N	 	588	41214	 	2006-02-15 04:45:30
482	808 Naala-Porto Parkway	\N	 	500	41060	 	2006-02-15 04:45:30
456	814 Simferopol Loop	\N	 	154	48745	 	2006-02-15 04:45:30
393	717 Changzhou Lane	\N	 	104	21615	 	2006-02-15 04:45:30
387	401 Sucre Boulevard	\N	 	322	25007	 	2006-02-15 04:45:30
316	746 Joliet Lane	\N	 	286	94878	 	2006-02-15 04:45:30
203	1149 A Corua (La Corua) Boulevard	\N	 	194	95824	 	2006-02-15 04:45:30
428	1727 Matamoros Place	\N	 	465	78813	 	2006-02-15 04:45:30
286	1308 Sumy Loop	\N	 	175	30657	 	2006-02-15 04:45:30
227	1820 Maring Parkway	\N	 	324	88307	 	2006-02-15 04:45:30
31	217 Botshabelo Place	\N	 	138	49521	 	2006-02-15 04:45:30
547	379 Lublin Parkway	\N	 	309	74568	 	2006-02-15 04:45:30
167	1287 Xiangfan Boulevard	\N	 	253	57844	 	2006-02-15 04:45:30
371	1912 Emeishan Drive	\N	 	50	33050	 	2006-02-15 04:45:30
125	211 Chiayi Drive	\N	 	164	58186	 	2006-02-15 04:45:30
133	1854 Tieli Street	\N	 	302	15819	 	2006-02-15 04:45:30
404	734 Bchar Place	\N	 	375	30586	 	2006-02-15 04:45:30
337	1838 Tabriz Lane	\N	 	143	1195	 	2006-02-15 04:45:30
370	1565 Tangail Manor	\N	 	377	45750	 	2006-02-15 04:45:30
372	230 Urawa Drive	\N	 	8	2738	 	2006-02-15 04:45:30
535	635 Brest Manor	\N	 	75	40899	 	2006-02-15 04:45:30
76	89 Allappuzha (Alleppey) Manor	\N	 	517	75444	 	2006-02-15 04:45:30
146	483 Ljubertsy Parkway	\N	 	149	60562	 	2006-02-15 04:45:30
155	1560 Jelets Boulevard	\N	 	291	77777	 	2006-02-15 04:45:30
110	1867 San Juan Bautista Tuxtepec Avenue	\N	 	225	78311	 	2006-02-15 04:45:30
108	1386 Yangor Avenue	\N	 	543	80720	 	2006-02-15 04:45:30
363	604 Bern Place	\N	 	429	5373	 	2006-02-15 04:45:30
139	943 Johannesburg Avenue	\N	 	417	5892	 	2006-02-15 04:45:30
531	1986 Sivas Place	\N	 	551	95775	 	2006-02-15 04:45:30
300	661 Chisinau Lane	\N	 	274	8856	 	2006-02-15 04:45:30
85	320 Baiyin Parkway	\N	 	319	37307	 	2006-02-15 04:45:30
162	369 Papeete Way	\N	 	187	66639	 	2006-02-15 04:45:30
205	68 Molodetno Manor	\N	 	575	4662	 	2006-02-15 04:45:30
201	817 Bradford Loop	\N	 	109	89459	 	2006-02-15 04:45:30
542	193 Bhusawal Place	\N	 	539	9750	 	2006-02-15 04:45:30
106	659 Vaduz Drive	\N	 	34	49708	 	2006-02-15 04:45:30
394	753 Ilorin Avenue	\N	 	157	3656	 	2006-02-15 04:45:30
180	757 Rustenburg Avenue	\N	 	483	89668	 	2006-02-15 04:45:30
411	264 Bhimavaram Manor	\N	 	111	54749	 	2006-02-15 04:45:30
496	775 ostka Drive	\N	 	337	22358	 	2006-02-15 04:45:30
121	1967 Sincelejo Place	\N	 	176	73644	 	2006-02-15 04:45:30
222	1168 Najafabad Parkway	\N	 	251	40301	 	2006-02-15 04:45:30
252	1309 Weifang Street	\N	 	520	57338	 	2006-02-15 04:45:30
253	1760 Oshawa Manor	\N	 	535	38140	 	2006-02-15 04:45:30
534	486 Ondo Parkway	\N	 	67	35202	 	2006-02-15 04:45:30
603	1103 Quilmes Boulevard	\N	 	503	52137	 	2006-02-15 04:45:30
484	98 Pyongyang Boulevard	\N	 	11	88749	 	2006-02-15 04:45:30
95	1370 Le Mans Avenue	\N	 	53	52163	 	2006-02-15 04:45:30
218	226 Brest Manor	\N	 	508	2299	 	2006-02-15 04:45:30
439	1351 Aparecida de Goinia Parkway	\N	 	391	41775	 	2006-02-15 04:45:30
306	1883 Maikop Lane	\N	 	254	68469	 	2006-02-15 04:45:30
592	1923 Stara Zagora Lane	\N	 	546	95179	 	2006-02-15 04:45:30
368	1658 Jastrzebie-Zdrj Loop	\N	 	372	96584	 	2006-02-15 04:45:30
360	619 Hunuco Avenue	\N	 	331	81508	 	2006-02-15 04:45:30
424	1948 Bayugan Parkway	\N	 	264	60622	 	2006-02-15 04:45:30
236	885 Yingkou Manor	\N	 	596	31390	 	2006-02-15 04:45:30
3	23 Workhaven Lane	\N	 	300	\N	 	2006-02-15 04:45:30
329	867 Benin City Avenue	\N	 	591	78543	 	2006-02-15 04:45:30
543	43 Vilnius Manor	\N	 	42	79814	 	2006-02-15 04:45:30
537	958 Sagamihara Lane	\N	 	287	88408	 	2006-02-15 04:45:30
25	262 A Corua (La Corua) Parkway	\N	 	525	34418	 	2006-02-15 04:45:30
166	1740 Le Mans Loop	\N	 	297	22853	 	2006-02-15 04:45:30
581	186 Skikda Lane	\N	 	131	89422	 	2006-02-15 04:45:30
571	1746 Faaa Way	\N	 	214	32515	 	2006-02-15 04:45:30
455	1947 Paarl Way	\N	 	509	23636	 	2006-02-15 04:45:30
20	360 Toulouse Parkway	\N	 	495	54308	 	2006-02-15 04:45:30
511	1152 al-Qatif Lane	\N	 	412	44816	 	2006-02-15 04:45:30
160	1367 Yantai Manor	\N	 	381	21294	 	2006-02-15 04:45:30
481	1153 Allende Way	\N	 	179	20336	 	2006-02-15 04:45:30
